AGE,EDU,SEX,AREA,Vex
4,4,1,5,莫德納疫苗（Moderna）
5,5,0,1,阿斯特捷利康疫苗（AZ）
2,4,1,4,莫德納疫苗（Moderna）
3,4,1,4,阿斯特捷利康疫苗（AZ）
4,4,1,5,阿斯特捷利康疫苗（AZ）
1,4,1,5,阿斯特捷利康疫苗（AZ）
1,3,1,4,高端疫苗（Medigen）
3,5,0,4,阿斯特捷利康疫苗（AZ）
1,4,1,5,阿斯特捷利康疫苗（AZ）
4,3,1,2,阿斯特捷利康疫苗（AZ）
5,4,0,1,高端疫苗（Medigen）
5,4,1,2,阿斯特捷利康疫苗（AZ）
3,4,1,3,阿斯特捷利康疫苗（AZ）
1,4,1,2,阿斯特捷利康疫苗（AZ）
4,4,1,1,輝瑞 BioNTech 疫苗（BNT）
4,4,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）
2,4,0,2,輝瑞 BioNTech 疫苗（BNT）
3,4,1,3,阿斯特捷利康疫苗（AZ）
4,3,0,1,莫德納疫苗（Moderna）
4,4,1,4,莫德納疫苗（Moderna）
4,4,0,5,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,1,3,阿斯特捷利康疫苗（AZ）
5,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,0,4,阿斯特捷利康疫苗（AZ）
5,4,1,5,莫德納疫苗（Moderna）
3,5,1,5,阿斯特捷利康疫苗（AZ）
3,3,0,4,沒有接種（尚未接種、未在國內接種、不打算接種）
3,3,1,2,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,0,5,阿斯特捷利康疫苗（AZ）
5,2,0,4,莫德納疫苗（Moderna）
4,3,1,4,阿斯特捷利康疫苗（AZ）
2,4,0,2,阿斯特捷利康疫苗（AZ）
2,4,1,4,阿斯特捷利康疫苗（AZ）
5,3,0,4,沒有接種（尚未接種、未在國內接種、不打算接種）
1,4,1,1,輝瑞 BioNTech 疫苗（BNT）
1,4,1,2,沒有接種（尚未接種、未在國內接種、不打算接種）
3,5,0,2,高端疫苗（Medigen）
4,4,0,2,莫德納疫苗（Moderna）
3,4,1,1,阿斯特捷利康疫苗（AZ）
3,4,1,2,阿斯特捷利康疫苗（AZ）
5,3,0,5,莫德納疫苗（Moderna）
4,3,0,4,阿斯特捷利康疫苗（AZ）
4,4,0,4,輝瑞 BioNTech 疫苗（BNT）
1,4,1,1,輝瑞 BioNTech 疫苗（BNT）
5,3,0,5,莫德納疫苗（Moderna）
4,3,1,2,阿斯特捷利康疫苗（AZ）
4,4,0,5,輝瑞 BioNTech 疫苗（BNT）
4,3,0,5,阿斯特捷利康疫苗（AZ）
2,3,0,2,輝瑞 BioNTech 疫苗（BNT）
1,3,0,4,輝瑞 BioNTech 疫苗（BNT）
1,4,0,4,輝瑞 BioNTech 疫苗（BNT）
4,4,0,2,阿斯特捷利康疫苗（AZ）
5,5,1,3,阿斯特捷利康疫苗（AZ）
3,4,1,2,拒答
4,4,1,1,高端疫苗（Medigen）
3,3,0,2,輝瑞 BioNTech 疫苗（BNT）
2,4,0,5,莫德納疫苗（Moderna）
4,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
3,3,0,4,阿斯特捷利康疫苗（AZ）
5,4,0,5,莫德納疫苗（Moderna）
4,2,0,5,輝瑞 BioNTech 疫苗（BNT）
5,4,0,5,輝瑞 BioNTech 疫苗（BNT）
5,4,1,5,莫德納疫苗（Moderna）
4,3,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）
5,1,0,4,拒答
5,4,1,2,阿斯特捷利康疫苗（AZ）
3,4,1,4,阿斯特捷利康疫苗（AZ）
3,4,1,1,阿斯特捷利康疫苗（AZ）
5,4,0,5,莫德納疫苗（Moderna）
5,3,0,5,阿斯特捷利康疫苗（AZ）
5,3,1,4,莫德納疫苗（Moderna）
5,4,1,5,輝瑞 BioNTech 疫苗（BNT）
4,4,1,5,阿斯特捷利康疫苗（AZ）
5,2,0,5,高端疫苗（Medigen）
1,3,0,4,拒答
5,3,1,5,沒有接種（尚未接種、未在國內接種、不打算接種）
3,3,0,2,輝瑞 BioNTech 疫苗（BNT）
5,2,1,5,莫德納疫苗（Moderna）
3,4,0,5,阿斯特捷利康疫苗（AZ）
4,3,1,3,阿斯特捷利康疫苗（AZ）
5,3,0,5,阿斯特捷利康疫苗（AZ）
1,4,1,5,阿斯特捷利康疫苗（AZ）
4,4,0,5,輝瑞 BioNTech 疫苗（BNT）
3,3,1,2,輝瑞 BioNTech 疫苗（BNT）
2,3,1,1,輝瑞 BioNTech 疫苗（BNT）
5,3,1,3,阿斯特捷利康疫苗（AZ）
2,4,1,5,阿斯特捷利康疫苗（AZ）
4,4,1,1,拒答
3,5,0,5,阿斯特捷利康疫苗（AZ）
3,4,0,2,輝瑞 BioNTech 疫苗（BNT）
3,4,0,5,高端疫苗（Medigen）
3,5,0,5,阿斯特捷利康疫苗（AZ）
5,2,0,1,阿斯特捷利康疫苗（AZ）
5,1,0,5,莫德納疫苗（Moderna）
4,4,0,5,莫德納疫苗（Moderna）
5,4,0,5,莫德納疫苗（Moderna）
3,5,1,2,阿斯特捷利康疫苗（AZ）
3,4,1,2,阿斯特捷利康疫苗（AZ）
4,4,1,5,輝瑞 BioNTech 疫苗（BNT）
4,4,1,1,莫德納疫苗（Moderna）
1,3,1,5,輝瑞 BioNTech 疫苗（BNT）
1,4,0,5,輝瑞 BioNTech 疫苗（BNT）
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）
5,4,0,2,莫德納疫苗（Moderna）
5,4,1,5,莫德納疫苗（Moderna）
4,3,0,5,輝瑞 BioNTech 疫苗（BNT）
4,4,1,1,阿斯特捷利康疫苗（AZ）
4,4,0,1,阿斯特捷利康疫苗（AZ）
5,5,0,1,莫德納疫苗（Moderna）
2,4,1,1,阿斯特捷利康疫苗（AZ）
3,4,0,1,莫德納疫苗（Moderna）
1,4,0,1,阿斯特捷利康疫苗（AZ）
5,2,1,1,輝瑞 BioNTech 疫苗（BNT）
4,4,1,1,阿斯特捷利康疫苗（AZ）
5,4,1,1,莫德納疫苗（Moderna）
5,2,0,5,輝瑞 BioNTech 疫苗（BNT）
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）
4,4,1,4,莫德納疫苗（Moderna）
5,4,1,5,阿斯特捷利康疫苗（AZ）
3,4,0,4,阿斯特捷利康疫苗（AZ）
5,3,0,4,莫德納疫苗（Moderna）
4,3,0,2,阿斯特捷利康疫苗（AZ）
5,2,0,5,莫德納疫苗（Moderna）
2,4,0,5,阿斯特捷利康疫苗（AZ）
4,2,0,3,阿斯特捷利康疫苗（AZ）
5,4,1,1,莫德納疫苗（Moderna）
4,3,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
3,4,1,2,輝瑞 BioNTech 疫苗（BNT）
4,2,0,5,高端疫苗（Medigen）
5,1,1,3,莫德納疫苗（Moderna）
5,1,0,4,沒有接種（尚未接種、未在國內接種、不打算接種）
3,4,1,3,輝瑞 BioNTech 疫苗（BNT）
4,3,0,1,阿斯特捷利康疫苗（AZ）
5,2,1,4,莫德納疫苗（Moderna）
5,4,0,5,莫德納疫苗（Moderna）
5,3,0,1,輝瑞 BioNTech 疫苗（BNT）
5,4,1,4,莫德納疫苗（Moderna）
2,3,0,3,輝瑞 BioNTech 疫苗（BNT）
5,3,0,5,莫德納疫苗（Moderna）
4,3,1,2,阿斯特捷利康疫苗（AZ）
5,3,0,1,輝瑞 BioNTech 疫苗（BNT）
2,4,0,4,阿斯特捷利康疫苗（AZ）
2,5,0,5,莫德納疫苗（Moderna）
5,4,1,2,拒答
5,4,1,3,莫德納疫苗（Moderna）
4,3,0,5,輝瑞 BioNTech 疫苗（BNT）
3,5,0,4,莫德納疫苗（Moderna）
4,5,0,5,阿斯特捷利康疫苗（AZ）
5,3,0,4,阿斯特捷利康疫苗（AZ）
1,4,0,3,阿斯特捷利康疫苗（AZ）
5,1,1,5,莫德納疫苗（Moderna）
4,4,0,4,阿斯特捷利康疫苗（AZ）
3,4,0,3,莫德納疫苗（Moderna）
5,1,0,3,莫德納疫苗（Moderna）
1,4,1,5,輝瑞 BioNTech 疫苗（BNT）
5,4,1,3,阿斯特捷利康疫苗（AZ）
1,4,0,3,阿斯特捷利康疫苗（AZ）
2,4,1,5,輝瑞 BioNTech 疫苗（BNT）
3,3,0,1,輝瑞 BioNTech 疫苗（BNT）
3,4,0,5,高端疫苗（Medigen）
5,3,0,4,阿斯特捷利康疫苗（AZ）
3,4,1,5,阿斯特捷利康疫苗（AZ）
4,3,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）
5,3,0,2,莫德納疫苗（Moderna）
3,4,1,1,拒答
5,4,0,1,輝瑞 BioNTech 疫苗（BNT）
5,2,0,3,阿斯特捷利康疫苗（AZ）
1,4,0,2,輝瑞 BioNTech 疫苗（BNT）
5,4,1,2,莫德納疫苗（Moderna）
5,2,0,5,阿斯特捷利康疫苗（AZ）
5,3,0,5,莫德納疫苗（Moderna）
1,4,1,2,阿斯特捷利康疫苗（AZ）
3,4,1,2,阿斯特捷利康疫苗（AZ）
5,2,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）
4,4,0,3,輝瑞 BioNTech 疫苗（BNT）
4,4,1,1,莫德納疫苗（Moderna）
5,4,1,1,阿斯特捷利康疫苗（AZ）
5,3,0,5,阿斯特捷利康疫苗（AZ）
2,4,1,2,阿斯特捷利康疫苗（AZ）
5,4,1,3,阿斯特捷利康疫苗（AZ）
4,4,0,4,阿斯特捷利康疫苗（AZ）
3,4,0,5,阿斯特捷利康疫苗（AZ）
5,3,0,2,莫德納疫苗（Moderna）
3,4,0,3,阿斯特捷利康疫苗（AZ）
1,3,0,5,輝瑞 BioNTech 疫苗（BNT）
5,4,0,1,阿斯特捷利康疫苗（AZ）
4,4,1,3,莫德納疫苗（Moderna）
2,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
5,3,0,2,莫德納疫苗（Moderna）
2,4,0,5,阿斯特捷利康疫苗（AZ）
4,3,1,2,莫德納疫苗（Moderna）
5,4,0,1,莫德納疫苗（Moderna）
2,4,1,3,阿斯特捷利康疫苗（AZ）
4,4,0,1,阿斯特捷利康疫苗（AZ）
1,4,0,3,阿斯特捷利康疫苗（AZ）
2,4,0,5,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,0,2,阿斯特捷利康疫苗（AZ）
5,5,0,2,莫德納疫苗（Moderna）
5,4,0,1,莫德納疫苗（Moderna）
5,4,0,2,莫德納疫苗（Moderna）
2,3,0,2,拒答
2,5,0,5,莫德納疫苗（Moderna）
5,4,1,1,莫德納疫苗（Moderna）
5,5,1,5,阿斯特捷利康疫苗（AZ）
4,4,0,5,輝瑞 BioNTech 疫苗（BNT）
1,4,1,2,阿斯特捷利康疫苗（AZ）
1,4,0,5,輝瑞 BioNTech 疫苗（BNT）
4,4,0,2,高端疫苗（Medigen）
4,3,0,2,阿斯特捷利康疫苗（AZ）
3,3,1,5,高端疫苗（Medigen）
5,3,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
4,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
4,5,1,5,阿斯特捷利康疫苗（AZ）
3,5,1,5,莫德納疫苗（Moderna）
5,3,1,5,阿斯特捷利康疫苗（AZ）
1,4,0,3,輝瑞 BioNTech 疫苗（BNT）
5,3,1,2,阿斯特捷利康疫苗（AZ）
2,5,0,2,莫德納疫苗（Moderna）
5,3,0,2,輝瑞 BioNTech 疫苗（BNT）
3,4,0,5,輝瑞 BioNTech 疫苗（BNT）
4,3,0,2,輝瑞 BioNTech 疫苗（BNT）
5,4,1,2,莫德納疫苗（Moderna）
1,4,0,5,莫德納疫苗（Moderna）
4,4,0,5,輝瑞 BioNTech 疫苗（BNT）
4,5,1,1,阿斯特捷利康疫苗（AZ）
4,4,0,3,莫德納疫苗（Moderna）
2,3,1,1,莫德納疫苗（Moderna）
5,1,1,3,阿斯特捷利康疫苗（AZ）
5,1,0,2,莫德納疫苗（Moderna）
1,4,1,2,阿斯特捷利康疫苗（AZ）
4,5,1,3,阿斯特捷利康疫苗（AZ）
2,4,1,5,阿斯特捷利康疫苗（AZ）
4,2,1,2,輝瑞 BioNTech 疫苗（BNT）
4,5,0,3,阿斯特捷利康疫苗（AZ）
5,4,0,2,阿斯特捷利康疫苗（AZ）
2,5,0,3,阿斯特捷利康疫苗（AZ）
4,3,0,2,阿斯特捷利康疫苗（AZ）
5,4,0,3,阿斯特捷利康疫苗（AZ）
2,5,1,2,高端疫苗（Medigen）
5,3,0,2,莫德納疫苗（Moderna）
3,4,1,1,莫德納疫苗（Moderna）
2,4,1,3,輝瑞 BioNTech 疫苗（BNT）
4,3,0,2,阿斯特捷利康疫苗（AZ）
2,5,1,1,輝瑞 BioNTech 疫苗（BNT）
4,5,1,3,阿斯特捷利康疫苗（AZ）
5,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
3,5,0,1,輝瑞 BioNTech 疫苗（BNT）
1,5,0,2,輝瑞 BioNTech 疫苗（BNT）
4,4,1,3,阿斯特捷利康疫苗（AZ）
4,4,0,1,輝瑞 BioNTech 疫苗（BNT）
3,3,0,2,輝瑞 BioNTech 疫苗（BNT）
5,4,1,1,阿斯特捷利康疫苗（AZ）
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）
4,4,1,3,阿斯特捷利康疫苗（AZ）
3,4,0,2,阿斯特捷利康疫苗（AZ）
2,4,1,3,輝瑞 BioNTech 疫苗（BNT）
5,4,0,2,阿斯特捷利康疫苗（AZ）
5,4,1,1,阿斯特捷利康疫苗（AZ）
3,4,0,1,輝瑞 BioNTech 疫苗（BNT）
2,4,0,1,輝瑞 BioNTech 疫苗（BNT）
5,3,1,2,輝瑞 BioNTech 疫苗（BNT）
2,4,0,3,阿斯特捷利康疫苗（AZ）
2,4,1,1,莫德納疫苗（Moderna）
5,4,1,3,阿斯特捷利康疫苗（AZ）
5,4,1,3,莫德納疫苗（Moderna）
5,4,1,1,莫德納疫苗（Moderna）
3,5,1,1,阿斯特捷利康疫苗（AZ）
2,4,1,1,莫德納疫苗（Moderna）
5,2,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,0,3,輝瑞 BioNTech 疫苗（BNT）
2,5,0,2,輝瑞 BioNTech 疫苗（BNT）
5,1,1,3,莫德納疫苗（Moderna）
3,4,0,3,阿斯特捷利康疫苗（AZ）
1,3,1,1,阿斯特捷利康疫苗（AZ）
5,4,0,1,莫德納疫苗（Moderna）
5,4,0,2,輝瑞 BioNTech 疫苗（BNT）
1,3,1,1,輝瑞 BioNTech 疫苗（BNT）
2,5,0,2,阿斯特捷利康疫苗（AZ）
2,4,1,2,輝瑞 BioNTech 疫苗（BNT）
5,4,0,3,莫德納疫苗（Moderna）
1,4,1,3,莫德納疫苗（Moderna）
5,3,1,3,莫德納疫苗（Moderna）
4,4,0,3,輝瑞 BioNTech 疫苗（BNT）
3,5,0,2,阿斯特捷利康疫苗（AZ）
5,3,1,2,莫德納疫苗（Moderna）
4,3,0,3,阿斯特捷利康疫苗（AZ）
4,3,0,3,輝瑞 BioNTech 疫苗（BNT）
4,3,1,1,阿斯特捷利康疫苗（AZ）
1,4,0,2,阿斯特捷利康疫苗（AZ）
5,3,0,2,阿斯特捷利康疫苗（AZ）
4,3,0,3,莫德納疫苗（Moderna）
2,5,1,3,阿斯特捷利康疫苗（AZ）
5,4,1,2,莫德納疫苗（Moderna）
5,4,1,2,輝瑞 BioNTech 疫苗（BNT）
4,2,0,1,輝瑞 BioNTech 疫苗（BNT）
5,4,1,3,高端疫苗（Medigen）
3,4,0,3,阿斯特捷利康疫苗（AZ）
1,4,0,1,阿斯特捷利康疫苗（AZ）
3,4,1,1,阿斯特捷利康疫苗（AZ）
2,3,1,1,輝瑞 BioNTech 疫苗（BNT）
3,3,1,1,輝瑞 BioNTech 疫苗（BNT）
3,3,0,3,阿斯特捷利康疫苗（AZ）
5,4,0,1,輝瑞 BioNTech 疫苗（BNT）
3,3,0,1,輝瑞 BioNTech 疫苗（BNT）
5,3,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
5,4,1,2,莫德納疫苗（Moderna）
3,4,0,1,莫德納疫苗（Moderna）
5,1,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
4,5,0,3,輝瑞 BioNTech 疫苗（BNT）
4,3,0,1,莫德納疫苗（Moderna）
3,2,1,3,阿斯特捷利康疫苗（AZ）
5,4,0,1,拒答
3,3,0,3,阿斯特捷利康疫苗（AZ）
3,3,0,1,輝瑞 BioNTech 疫苗（BNT）
4,5,0,1,輝瑞 BioNTech 疫苗（BNT）
3,3,0,1,莫德納疫苗（Moderna）
4,4,1,1,莫德納疫苗（Moderna）
4,3,1,3,阿斯特捷利康疫苗（AZ）
5,3,1,1,莫德納疫苗（Moderna）
4,5,1,3,阿斯特捷利康疫苗（AZ）
5,4,1,3,莫德納疫苗（Moderna）
5,3,0,3,阿斯特捷利康疫苗（AZ）
3,4,0,3,輝瑞 BioNTech 疫苗（BNT）
3,4,0,3,阿斯特捷利康疫苗（AZ）
5,4,0,1,阿斯特捷利康疫苗（AZ）
5,1,1,3,莫德納疫苗（Moderna）
2,3,1,3,阿斯特捷利康疫苗（AZ）
5,1,0,3,阿斯特捷利康疫苗（AZ）
5,4,1,3,阿斯特捷利康疫苗（AZ）
3,5,0,3,莫德納疫苗（Moderna）
5,3,1,3,阿斯特捷利康疫苗（AZ）
5,2,0,1,莫德納疫苗（Moderna）
4,5,0,3,輝瑞 BioNTech 疫苗（BNT）
5,4,0,1,阿斯特捷利康疫苗（AZ）
5,3,0,3,阿斯特捷利康疫苗（AZ）
4,3,0,3,莫德納疫苗（Moderna）
3,5,0,3,阿斯特捷利康疫苗（AZ）
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）
4,5,1,1,阿斯特捷利康疫苗（AZ）
5,4,1,3,阿斯特捷利康疫苗（AZ）
1,5,0,3,阿斯特捷利康疫苗（AZ）
3,3,1,3,沒有接種（尚未接種、未在國內接種、不打算接種）
4,4,0,1,莫德納疫苗（Moderna）
1,4,0,1,阿斯特捷利康疫苗（AZ）
3,5,1,1,阿斯特捷利康疫苗（AZ）
1,4,0,3,莫德納疫苗（Moderna）
3,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
5,3,1,3,莫德納疫苗（Moderna）
3,3,0,1,阿斯特捷利康疫苗（AZ）
4,3,1,3,阿斯特捷利康疫苗（AZ）
5,3,0,3,阿斯特捷利康疫苗（AZ）
4,3,1,1,輝瑞 BioNTech 疫苗（BNT）
1,4,0,3,莫德納疫苗（Moderna）
4,3,0,3,阿斯特捷利康疫苗（AZ）
1,4,0,3,莫德納疫苗（Moderna）
5,1,0,1,莫德納疫苗（Moderna）
3,3,0,3,莫德納疫苗（Moderna）
5,5,1,1,莫德納疫苗（Moderna）
5,2,0,3,阿斯特捷利康疫苗（AZ）
5,4,1,3,輝瑞 BioNTech 疫苗（BNT）
5,3,0,3,輝瑞 BioNTech 疫苗（BNT）
2,4,1,1,輝瑞 BioNTech 疫苗（BNT）
5,3,1,1,莫德納疫苗（Moderna）
5,4,1,1,輝瑞 BioNTech 疫苗（BNT）
4,4,0,1,阿斯特捷利康疫苗（AZ）
5,3,0,1,莫德納疫苗（Moderna）
5,3,1,1,阿斯特捷利康疫苗（AZ）
4,3,0,1,阿斯特捷利康疫苗（AZ）
4,5,1,1,阿斯特捷利康疫苗（AZ）
2,4,0,3,高端疫苗（Medigen）
5,3,1,1,拒答
2,5,1,3,輝瑞 BioNTech 疫苗（BNT）
3,4,0,3,莫德納疫苗（Moderna）
5,4,1,1,莫德納疫苗（Moderna）
5,3,1,3,拒答
2,3,0,3,阿斯特捷利康疫苗（AZ）
5,4,1,1,莫德納疫苗（Moderna）
3,3,1,1,拒答
4,4,1,1,阿斯特捷利康疫苗（AZ）
3,4,0,3,阿斯特捷利康疫苗（AZ）
4,4,1,3,莫德納疫苗（Moderna）
3,4,1,3,輝瑞 BioNTech 疫苗（BNT）
5,3,1,3,莫德納疫苗（Moderna）
4,5,1,1,阿斯特捷利康疫苗（AZ）
4,3,1,3,阿斯特捷利康疫苗（AZ）
4,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）
4,3,1,3,阿斯特捷利康疫苗（AZ）
5,3,0,3,輝瑞 BioNTech 疫苗（BNT）
4,3,0,3,阿斯特捷利康疫苗（AZ）
5,3,1,3,阿斯特捷利康疫苗（AZ）
4,3,1,3,阿斯特捷利康疫苗（AZ）
1,3,1,1,阿斯特捷利康疫苗（AZ）
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）
4,3,0,3,阿斯特捷利康疫苗（AZ）
5,4,0,1,莫德納疫苗（Moderna）
2,4,0,1,阿斯特捷利康疫苗（AZ）
5,3,0,1,莫德納疫苗（Moderna）
5,4,1,1,拒答
5,4,0,1,拒答
4,3,1,1,阿斯特捷利康疫苗（AZ）
5,5,0,1,莫德納疫苗（Moderna）
5,3,1,1,阿斯特捷利康疫苗（AZ）
5,3,0,1,莫德納疫苗（Moderna）
4,4,1,1,阿斯特捷利康疫苗（AZ）
5,4,0,1,輝瑞 BioNTech 疫苗（BNT）
1,4,0,1,阿斯特捷利康疫苗（AZ）
4,5,1,3,高端疫苗（Medigen）
3,3,0,3,輝瑞 BioNTech 疫苗（BNT）
1,4,1,3,輝瑞 BioNTech 疫苗（BNT）
2,4,1,1,輝瑞 BioNTech 疫苗（BNT）
5,4,0,1,阿斯特捷利康疫苗（AZ）
2,4,1,3,莫德納疫苗（Moderna）
5,5,0,1,輝瑞 BioNTech 疫苗（BNT）
2,4,0,1,輝瑞 BioNTech 疫苗（BNT）
5,3,0,1,阿斯特捷利康疫苗（AZ）
4,3,0,3,阿斯特捷利康疫苗（AZ）
4,4,0,1,莫德納疫苗（Moderna）
3,4,0,3,阿斯特捷利康疫苗（AZ）
1,3,1,3,輝瑞 BioNTech 疫苗（BNT）
3,5,1,1,阿斯特捷利康疫苗（AZ）
2,4,0,1,拒答
3,4,0,1,阿斯特捷利康疫苗（AZ）
3,4,0,1,阿斯特捷利康疫苗（AZ）
1,3,0,1,輝瑞 BioNTech 疫苗（BNT）
5,-1,0,1,輝瑞 BioNTech 疫苗（BNT）
4,3,1,1,莫德納疫苗（Moderna）
2,4,1,1,阿斯特捷利康疫苗（AZ）
2,5,1,1,阿斯特捷利康疫苗（AZ）
2,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
5,2,1,1,莫德納疫苗（Moderna）
1,5,1,1,阿斯特捷利康疫苗（AZ）
1,4,0,1,拒答
5,3,0,1,高端疫苗（Medigen）
4,3,0,1,輝瑞 BioNTech 疫苗（BNT）
5,4,1,1,莫德納疫苗（Moderna）
3,4,0,1,阿斯特捷利康疫苗（AZ）
5,4,0,1,阿斯特捷利康疫苗（AZ）
4,3,0,1,輝瑞 BioNTech 疫苗（BNT）
4,5,1,1,阿斯特捷利康疫苗（AZ）
4,3,1,1,莫德納疫苗（Moderna）
5,1,0,1,莫德納疫苗（Moderna）
1,5,1,1,阿斯特捷利康疫苗（AZ）
1,-1,1,1,輝瑞 BioNTech 疫苗（BNT）
5,3,0,1,阿斯特捷利康疫苗（AZ）
5,1,0,1,莫德納疫苗（Moderna）
3,5,0,1,阿斯特捷利康疫苗（AZ）
5,2,0,1,莫德納疫苗（Moderna）
3,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
4,4,1,1,莫德納疫苗（Moderna）
3,4,0,1,高端疫苗（Medigen）
1,4,1,1,輝瑞 BioNTech 疫苗（BNT）
2,4,1,1,阿斯特捷利康疫苗（AZ）
3,4,1,1,阿斯特捷利康疫苗（AZ）
5,4,1,1,阿斯特捷利康疫苗（AZ）
4,3,1,1,阿斯特捷利康疫苗（AZ）
4,4,1,1,莫德納疫苗（Moderna）
4,3,0,1,阿斯特捷利康疫苗（AZ）
4,2,1,1,莫德納疫苗（Moderna）
2,4,1,1,輝瑞 BioNTech 疫苗（BNT）
1,4,1,1,輝瑞 BioNTech 疫苗（BNT）
5,4,0,1,阿斯特捷利康疫苗（AZ）
5,3,0,1,莫德納疫苗（Moderna）
5,4,1,1,莫德納疫苗（Moderna）
1,3,1,1,輝瑞 BioNTech 疫苗（BNT）
5,4,0,1,高端疫苗（Medigen）
5,4,1,1,莫德納疫苗（Moderna）
2,3,1,1,阿斯特捷利康疫苗（AZ）
5,4,1,1,莫德納疫苗（Moderna）
5,1,1,1,莫德納疫苗（Moderna）
5,3,1,1,莫德納疫苗（Moderna）
1,-1,0,1,拒答
5,2,1,1,莫德納疫苗（Moderna）
5,4,1,1,莫德納疫苗（Moderna）
4,5,0,1,莫德納疫苗（Moderna）
5,3,0,1,莫德納疫苗（Moderna）
4,4,0,1,沒有接種（尚未接種、未在國內接種、不打算接種）
2,4,1,1,阿斯特捷利康疫苗（AZ）
2,4,1,1,阿斯特捷利康疫苗（AZ）
3,3,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）
3,4,0,1,阿斯特捷利康疫苗（AZ）
4,3,1,1,輝瑞 BioNTech 疫苗（BNT）
5,1,1,1,莫德納疫苗（Moderna）
4,4,1,1,輝瑞 BioNTech 疫苗（BNT）
4,4,0,1,輝瑞 BioNTech 疫苗（BNT）
4,2,0,1,高端疫苗（Medigen）
5,3,0,1,阿斯特捷利康疫苗（AZ）
5,4,0,1,莫德納疫苗（Moderna）
5,3,1,1,輝瑞 BioNTech 疫苗（BNT）
5,4,1,1,阿斯特捷利康疫苗（AZ）
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）